2019年3月23日,多云,多云,16℃,5℃,<3级,非工作日,否,203
2019年3月24日,多云,多云,15℃,5℃,<3级,非工作日,否,218
2019年3月25日,多云,多云,15℃,6℃,<3级,工作日,否,192
2019年3月26日,多云,多云,20℃,9℃,<3级,工作日,否,166
2019年3月27日,多云,多云,21℃,11℃,<3级,工作日,否,161
2019年3月28日,多云,多云,17℃,10℃,<3级,工作日,否,178
2019年3月29日,多云,多云,20℃,10℃,<3级,工作日,否,207
2019年3月30日,多云,多云,19℃,7℃,>3级,非工作日,否,201
2019年3月31日,多云,多云,17℃,3℃,<3级,非工作日,否,197
2019年4月1日,多云,多云,17℃,9℃,<3级,工作日,否,182
2019年4月2日,多云,多云,14℃,11℃,<3级,工作日,否,182
2019年4月3日,多云,多云,18℃,9℃,<3级,工作日,否,179
2019年4月4日,多云,多云,21℃,11℃,<3级,工作日,否,200
2019年4月5日,多云,多云,23℃,13℃,<3级,工作日,是,169
2019年4月6日,多云,转晴,24℃,13℃,<3级,非工作日,是,151
2019年4月7日,多云,多云,28℃,15℃,<3级,非工作日,是,175
2019年4月8日,多云,转中雨,28℃,14℃,>3级,工作日,否,173
2019年4月9日,中雨,转阴,23℃,7℃,>3级,工作日,否,178
2019年4月10日,多云,转阴,14℃,8℃,<3级,工作日,否,174
2019年4月11日,多云,转晴,17℃,8℃,<3级,工作日,否,173
2019年4月12日,多云,多云,21℃,10℃,<3级,工作日,否,175
2019年4月13日,多云,多云,23℃,11℃,<3级,非工作日,否,187
2019年4月14日,多云,转阴,24℃,9℃,>3级,非工作日,否,162
2019年4月15日,多云,转小雨,22℃,12℃,<3级,工作日,否,129
2019年4月16日,多云,转晴,24℃,13℃,<3级,工作日,否,142
2019年4月17日,多云,多云,24℃,17℃,<3级,工作日,否,156
2019年4月18日,多云,多云,30℃,18℃,>3级,工作日,否,141
2019年4月19日,多云,多云,26℃,15℃,<3级,工作日,否,151
2019年4月20日,多云,多云,23℃,15℃,<3级,非工作日,否,167
2019年4月21日,多云,多云,23℃,17℃,<3级,非工作日,否,187
2019年4月22日,多云,多云,22℃,16℃,<3级,工作日,否,173
2019年4月23日,多云,多云,22℃,19℃,<3级,工作日,否,174
2019年4月24日,多云,多云,26℃,18℃,<3级,工作日,否,129
2019年4月25日,多云,多云,28℃,15℃,<3级,工作日,否,161
2019年4月26日,多云,转晴,21℃,12℃,<3级,工作日,否,158
2019年4月27日,多云,多云,24℃,16℃,>3级,非工作日,是,153
2019年4月28日,中雨,中雨,24℃,14℃,<3级,非工作日,是,177
2019年4月29日,中雨,转小雨,22℃,14℃,>3级,工作日,是,153
2019年4月30日,多云,多云,24℃,15℃,<3级,工作日,是,167
2019年5月1日,多云,多云,26℃,13℃,>3级,工作日,是,159
2019年5月2日,多云,转雨,25℃,14℃,>3级,工作日,否,173
2019年5月3日,多云,转雨,26℃,14℃,>3级,工作日,否,136
2019年5月4日,多云,转阴,24℃,17℃,<3级,非工作日,否,152
2019年5月5日,多云,多云,26℃,18℃,>3级,非工作日,否,138
2019年5月6日,多云,多云,22℃,12℃,<3级,工作日,否,144
2019年5月7日,多云,多云,21℃,13℃,<3级,工作日,否,176
2019年5月8日,多云,多云,22℃,13℃,<3级,工作日,否,156
2019年5月9日,多云,多云,23℃,14℃,<3级,工作日,否,149
2019年5月10日,多云,多云,23℃,16℃,<3级,工作日,否,178
2019年5月11日,多云,转阴,28℃,16℃,<3级,非工作日,否,170
2019年5月12日,多云,转阴,28℃,17℃,<3级,非工作日,否,200
2019年5月13日,多云,转雨,33℃,19℃,>3级,工作日,否,157
2019年5月14日,小雨,转大雨,28℃,19℃,<3级,工作日,否,166
2019年5月15日,多云,多云,26℃,19℃,<3级,工作日,否,166
2019年5月16日,多云,多云,28℃,20℃,<3级,工作日,否,156
2019年5月17日,多云,多云,27℃,20℃,<3级,工作日,否,188
2019年5月18日,多云,转阴,29℃,20℃,<3级,非工作日,否,201
2019年5月19日,多云,转阴,29℃,18℃,>3级,非工作日,否,172
2019年5月20日,多云,转阴,30℃,19℃,<3级,工作日,否,187
2019年5月21日,多云,多云,30℃,15℃,<3级,工作日,否,166
2019年5月22日,多云,转阴,32℃,21℃,<3级,工作日,否,152
2019年5月23日,多云,多云,32℃,20℃,<3级,工作日,否,153
2019年5月24日,多云,转阴,30℃,20℃,<3级,工作日,否,164
2019年5月25日,中雨,中雨,30℃,22℃,>3级,非工作日,否,194
2019年5月26日,多云,转阴,34℃,22℃,<3级,非工作日,否,157
2019年5月27日,多云,转阴,34℃,22℃,<3级,工作日,否,148
2019年5月28日,多云,多云,26℃,18℃,<3级,工作日,否,137
2019年5月29日,多云,多云,26℃,17℃,<3级,工作日,否,129
2019年5月30日,多云,多云,32℃,20℃,<3级,工作日,否,138
2019年5月31日,多云,多云,27℃,20℃,<3级,工作日,否,159
2019年6月1日,多云,多云,28℃,18℃,<3级,非工作日,否,171
2019年6月2日,多云,转阴,33℃,23℃,<3级,非工作日,否,165
2019年6月3日,多云,转晴,32℃,23℃,<3级,工作日,否,172
2019年6月4日,多云,多云,32℃,24℃,3-4级,工作日,否,168
2019年6月5日,多云,转大雨,34℃,24℃,>3级,工作日,否,173
2019年6月6日,中雨,转多云,26℃,20℃,<3级,工作日,否,162
2019年6月7日,多云,转阴,35℃,24℃,<3级,工作日,是,165
2019年6月8日,多云,转雨,35℃,26℃,<3级,非工作日,是,154
2019年6月9日,多云,多云,35℃,23℃,>3级,非工作日,是,180
2019年6月10日,多云,转晴,30℃,20℃,>3级,工作日,否,193
2019年6月11日,多云,多云,32℃,19℃,>3级,工作日,否,190
2019年6月12日,多云,转晴,28℃,19℃,<3级,工作日,否,213
2019年6月13日,多云,转阴,35℃,24℃,<3级,工作日,否,179
2019年6月14日,多云,多云,35℃,24℃,>3级,工作日,否,133
2019年6月15日,多云,转阴,30℃,22℃,<3级,非工作日,否,209
2019年6月16日,多云,多云,34℃,23℃,<3级,非工作日,否,169
2019年6月17日,多云,转阴,29℃,23℃,>3级,工作日,否,224
2019年6月18日,多云,多云,29℃,22℃,<3级,工作日,否,202
2019年6月19日,多云,转阴,33℃,20℃,<3级,工作日,否,224
2019年6月20日,多云,转阴,31℃,20℃,<3级,工作日,否,217
2019年6月21日,多云,多云,32℃,22℃,<3级,工作日,否,194
2019年6月22日,多云,转阴,27℃,18℃,<3级,非工作日,否,164
2019年6月23日,多云,多云,29℃,21℃,<3级,非工作日,否,194
2019年6月24日,多云,多云,29℃,21℃,<3级,工作日,否,209
2019年6月25日,多云,多云,28℃,21℃,<3级,工作日,否,168
2019年6月26日,多云,多云,28℃,21℃,<3级,工作日,否,239
2019年6月27日,多云,转雨,34℃,23℃,<3级,工作日,否,207
2019年6月28日,中雨,中雨,34℃,25℃,<3级,工作日,否,198
2019年6月29日,中雨,转小雨,34℃,23℃,<3级,非工作日,否,240
2019年6月30日,中雨,转多云,34℃,20℃,<3级,非工作日,否,224
2019年7月1日,多云,多云,33℃,21℃,<3级,工作日,否,249
2019年7月2日,多云,多云,30℃,23℃,<3级,工作日,否,258
2019年7月3日,多云,转阴,29℃,23℃,<3级,工作日,否,251
2019年7月4日,中雨,中雨,28℃,23℃,<3级,工作日,否,217
2019年7月5日,中雨,转阴,25℃,21℃,<3级,工作日,否,263
2019年7月6日,多云,多云,30℃,23℃,<3级,非工作日,否,284
2019年7月7日,多云,多云,30℃,23℃,<3级,非工作日,否,252
2019年7月8日,多云,多云,29℃,22℃,<3级,工作日,否,271
2019年7月9日,大雨,转小雨,27℃,23℃,<3级,工作日,否,261
2019年7月10日,多云,多云,28℃,21℃,<3级,工作日,否,262
2019年7月11日,多云,转阴,29℃,20℃,<3级,工作日,否,229
2019年7月12日,阴,阴,32℃,22℃,<3级,工作日,否,284
2019年7月13日,阴,转雨,30℃,22℃,<3级,非工作日,否,217
2019年7月14日,雨,雨,27℃,23℃,<3级,非工作日,否,238
2019年7月15日,多云,转阴,32℃,22℃,<3级,工作日,否,286
2019年7月16日,阴,转雨,33℃,23℃,<3级,工作日,否,267
2019年7月17日,多云,多云,33℃,25℃,<3级,工作日,否,270
2019年7月18日,多云,多云,33℃,24℃,<3级,工作日,否,303
2019年7月19日,多云,多云,33℃,26℃,<3级,工作日,否,170
2019年7月20日,多云,多云,34℃,26℃,<3级,非工作日,否,208
2019年7月21日,多云,多云,34℃,27℃,>3级,非工作日,否,333
2019年7月22日,多云,多云,35℃,28℃,<3级,工作日,否,279
2019年7月23日,多云,多云,34℃,28℃,>3级,工作日,否,246
2019年7月24日,多云,多云,36℃,27℃,>3级,工作日,否,273
2019年7月25日,多云,多云,35℃,27℃,<3级,工作日,否,298
2019年7月26日,多云,多云,35℃,27℃,<3级,工作日,否,262
2019年7月27日,多云,多云,35℃,27℃,<3级,非工作日,否,278
2019年7月28日,多云,多云,38℃,28℃,<3级,非工作日,否,238
2019年7月29日,多云,多云,37℃,27℃,>3级,工作日,否,260
2019年7月30日,多云,多云,35℃,28℃,<3级,工作日,否,262
2019年7月31日,多云,多云,34℃,24℃,<3级,工作日,否,251
2019年8月1日,阴,阴,36℃,27℃,<3级,工作日,否,242
2019年8月2日,阴,转雨,34℃,27℃,<3级,工作日,否,289
2019年8月3日,多云,多云,34℃,24℃,>3级,非工作日,否,263
2019年8月4日,多云,多云,34℃,25℃,<3级,非工作日,否,261
2019年8月5日,多云,多云,34℃,26℃,<3级,工作日,否,244
2019年8月6日,多云,转晴,34℃,24℃,>3级,工作日,否,254
2019年8月7日,多云,多云,34℃,25℃,<3级,工作日,否,249
2019年8月8日,多云,多云,33℃,24℃,<3级,工作日,否,230
2019年8月9日,多云,多云,34℃,25℃,>3级,工作日,否,232
2019年8月10日,中雨,中雨,33℃,24℃,>3级,非工作日,否,205
2019年8月11日,多云,多云,33℃,24℃,<3级,非工作日,否,210
2019年8月12日,多云,多云,32℃,24℃,>3级,工作日,否,212
2019年8月13日,多云,转晴,32℃,25℃,<3级,工作日,否,218
2019年8月14日,多云,转晴,33℃,24℃,<3级,工作日,否,202
2019年8月15日,多云,转晴,33℃,24℃,<3级,工作日,否,241
2019年8月16日,多云,转晴,34℃,23℃,>3级,工作日,否,188
2019年8月17日,多云,转晴,32℃,23℃,<3级,非工作日,否,186
2019年8月18日,多云,多云,36℃,24℃,<3级,非工作日,否,248
